State,Year,Education Level of Mother,Education_Level_Code,Number_of_Births,Average_Age_of_Mother
Virginia,2021,"Bachelor's degree (BA, AB, BS)",6,12072,31.9
Virginia,2021,"Associate degree (AA, AS)",5,3430,30.3
Virginia,2021,"Associate degree (AA, AS)",5,3529,30.1
Virginia,2021,"Some college credit, but not a degree",4,7395,28.9
Virginia,2021,"Some college credit, but not a degree",4,7797,28.8
Virginia,2021,High school graduate or GED completed,3,11750,26.8
Virginia,2021,High school graduate or GED completed,3,12369,27
Virginia,2021,9th through 12th grade with no diploma,2,2644,26
Virginia,2021,9th through 12th grade with no diploma,2,2809,25.9
Virginia,2021,8th grade or less,1,1404,30
Virginia,2021,8th grade or less,1,1464,29.8
Virginia,2021,Unknown or Not Stated,0,502,31.3
Virginia,2021,Unknown or Not Stated,0,533,31.5
Washington,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1227,34.2
Washington,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1240,34.2
Washington,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3979,33.1
Washington,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4225,33
Washington,2016,"Bachelor's degree (BA, AB, BS)",6,9544,31.6
Washington,2016,"Bachelor's degree (BA, AB, BS)",6,9830,31.6
Washington,2016,"Associate degree (AA, AS)",5,4368,30
Washington,2016,"Associate degree (AA, AS)",5,4732,29.9
Washington,2016,"Some college credit, but not a degree",4,9926,28.4
Washington,2016,"Some college credit, but not a degree",4,10511,28.3
Washington,2016,High school graduate or GED completed,3,9509,27
Washington,2016,High school graduate or GED completed,3,9794,26.9
Washington,2016,9th through 12th grade with no diploma,2,4064,25.4
Washington,2016,9th through 12th grade with no diploma,2,4102,25.2
Washington,2016,8th grade or less,1,1166,30.8
Washington,2016,8th grade or less,1,1203,30.7
Washington,2016,Unknown or Not Stated,0,495,30
Washington,2016,Unknown or Not Stated,0,590,29.6
Washington,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1285,34.5
Washington,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1342,34.2
Washington,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4146,33.1
Washington,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4246,33.1
Washington,2017,"Bachelor's degree (BA, AB, BS)",6,9102,31.8
Washington,2017,"Bachelor's degree (BA, AB, BS)",6,9718,31.8
Washington,2017,"Associate degree (AA, AS)",5,4138,30.2
Washington,2017,"Associate degree (AA, AS)",5,4374,30
Washington,2017,"Some college credit, but not a degree",4,9563,28.6
Washington,2017,"Some college credit, but not a degree",4,9916,28.4
Washington,2017,High school graduate or GED completed,3,9091,27
Washington,2017,High school graduate or GED completed,3,9648,27
Washington,2017,9th through 12th grade with no diploma,2,3646,25.7
Washington,2017,9th through 12th grade with no diploma,2,3886,25.6
Washington,2017,8th grade or less,1,1077,31
Washington,2017,8th grade or less,1,1065,30.9
Washington,2017,Unknown or Not Stated,0,679,30.4
Washington,2017,Unknown or Not Stated,0,640,30.4
Washington,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1272,34.4
Washington,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1268,34.7
Washington,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4125,33.2
Washington,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4309,33.2
Washington,2018,"Bachelor's degree (BA, AB, BS)",6,9179,31.9
Washington,2018,"Bachelor's degree (BA, AB, BS)",6,9645,31.9
Washington,2018,"Associate degree (AA, AS)",5,4173,30.2
Washington,2018,"Associate degree (AA, AS)",5,4308,30.2
Washington,2018,"Some college credit, but not a degree",4,9114,28.7
Washington,2018,"Some college credit, but not a degree",4,9452,28.7
Washington,2018,High school graduate or GED completed,3,9191,27.2
Washington,2018,High school graduate or GED completed,3,9449,27.1
Washington,2018,9th through 12th grade with no diploma,2,3432,25.8
Washington,2018,9th through 12th grade with no diploma,2,3643,25.7
Washington,2018,8th grade or less,1,998,31.2
Washington,2018,8th grade or less,1,1012,31.2
Washington,2018,Unknown or Not Stated,0,749,30.5
Washington,2018,Unknown or Not Stated,0,766,30.5
Washington,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1171,34.5
Washington,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1345,34.6
Washington,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4324,33.5
Washington,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4421,33.2
Washington,2019,"Bachelor's degree (BA, AB, BS)",6,9050,32
Washington,2019,"Bachelor's degree (BA, AB, BS)",6,9494,31.9
Washington,2019,"Associate degree (AA, AS)",5,4041,30.3
Washington,2019,"Associate degree (AA, AS)",5,4193,30.2
Washington,2019,"Some college credit, but not a degree",4,8897,28.8
Washington,2019,"Some college credit, but not a degree",4,9397,28.7
Washington,2019,High school graduate or GED completed,3,8932,27.2
Washington,2019,High school graduate or GED completed,3,9285,27.1
Washington,2019,9th through 12th grade with no diploma,2,3303,25.9
Washington,2019,9th through 12th grade with no diploma,2,3338,25.9
Washington,2019,8th grade or less,1,916,31
Washington,2019,8th grade or less,1,894,30.6
Washington,2019,Unknown or Not Stated,0,911,30.4
Washington,2019,Unknown or Not Stated,0,983,30.1
Washington,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1263,34.7
Washington,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1328,34.5
Washington,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4438,33.3
Washington,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4652,33.4
Washington,2020,"Bachelor's degree (BA, AB, BS)",6,8975,32
Washington,2020,"Bachelor's degree (BA, AB, BS)",6,9258,31.9
Washington,2020,"Associate degree (AA, AS)",5,3847,30.3
Washington,2020,"Associate degree (AA, AS)",5,4091,30.2
Washington,2020,"Some college credit, but not a degree",4,8440,29
Washington,2020,"Some college credit, but not a degree",4,8929,29
Washington,2020,High school graduate or GED completed,3,8881,27.5
Washington,2020,High school graduate or GED completed,3,9049,27.4
Washington,2020,9th through 12th grade with no diploma,2,3093,26.1
Washington,2020,9th through 12th grade with no diploma,2,3215,25.9
Washington,2020,8th grade or less,1,834,30.8
Washington,2020,8th grade or less,1,837,31
Washington,2020,Unknown or Not Stated,0,939,30.1
Washington,2020,Unknown or Not Stated,0,1017,30.4
Washington,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1354,34.8
Washington,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1367,34.9
Washington,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4774,33.4
Washington,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4918,33.4
Washington,2021,"Bachelor's degree (BA, AB, BS)",6,9290,32.1
Washington,2021,"Bachelor's degree (BA, AB, BS)",6,9773,32.1
Washington,2021,"Associate degree (AA, AS)",5,3951,30.4
Washington,2021,"Associate degree (AA, AS)",5,4061,30.3
Washington,2021,"Some college credit, but not a degree",4,8303,29.2
Washington,2021,"Some college credit, but not a degree",4,8657,29
Washington,2021,High school graduate or GED completed,3,8418,27.4
Washington,2021,High school graduate or GED completed,3,8849,27.4
Washington,2021,9th through 12th grade with no diploma,2,2803,26
Washington,2021,9th through 12th grade with no diploma,2,2902,25.9
Washington,2021,8th grade or less,1,788,31.4
Washington,2021,8th grade or less,1,800,30.9
Washington,2021,Unknown or Not Stated,0,1434,30.4
Washington,2021,Unknown or Not Stated,0,1469,30.3
West Virginia,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,189,32.8
West Virginia,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,199,32.3
West Virginia,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,583,31.5
West Virginia,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,573,31.7
West Virginia,2016,"Bachelor's degree (BA, AB, BS)",6,1313,30
West Virginia,2016,"Bachelor's degree (BA, AB, BS)",6,1400,30.2
West Virginia,2016,"Associate degree (AA, AS)",5,935,28.6
West Virginia,2016,"Associate degree (AA, AS)",5,933,29
West Virginia,2016,"Some college credit, but not a degree",4,2064,26.8
West Virginia,2016,"Some college credit, but not a degree",4,2136,26.8
West Virginia,2016,High school graduate or GED completed,3,2987,25.2
West Virginia,2016,High school graduate or GED completed,3,2998,25
West Virginia,2016,9th through 12th grade with no diploma,2,1209,23.3
West Virginia,2016,9th through 12th grade with no diploma,2,1250,23.2
West Virginia,2016,8th grade or less,1,100,25.2
West Virginia,2016,8th grade or less,1,112,25.8
West Virginia,2016,Unknown or Not Stated,0,39,27.9
West Virginia,2016,Unknown or Not Stated,0,59,31.5
West Virginia,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,204,32.9
West Virginia,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,203,33
West Virginia,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,626,31.9
West Virginia,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,620,31.7
West Virginia,2017,"Bachelor's degree (BA, AB, BS)",6,1285,30
West Virginia,2017,"Bachelor's degree (BA, AB, BS)",6,1307,30.2
West Virginia,2017,"Associate degree (AA, AS)",5,870,28.8
West Virginia,2017,"Associate degree (AA, AS)",5,948,28.6
West Virginia,2017,"Some college credit, but not a degree",4,1921,26.6
West Virginia,2017,"Some college credit, but not a degree",4,2190,27
West Virginia,2017,High school graduate or GED completed,3,2971,25.3
West Virginia,2017,High school graduate or GED completed,3,3018,25
West Virginia,2017,9th through 12th grade with no diploma,2,1083,23.6
West Virginia,2017,9th through 12th grade with no diploma,2,1133,23.7
West Virginia,2017,8th grade or less,1,105,26.4
West Virginia,2017,8th grade or less,1,107,25.6
West Virginia,2017,Unknown or Not Stated,0,37,29.3
West Virginia,2017,Unknown or Not Stated,0,47,28.8
West Virginia,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,179,32.7
West Virginia,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,207,33.5
West Virginia,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,569,32.2
West Virginia,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,598,31.7
West Virginia,2018,"Bachelor's degree (BA, AB, BS)",6,1214,30.3
West Virginia,2018,"Bachelor's degree (BA, AB, BS)",6,1311,30.3
West Virginia,2018,"Associate degree (AA, AS)",5,903,28.8
West Virginia,2018,"Associate degree (AA, AS)",5,953,28.8
West Virginia,2018,"Some college credit, but not a degree",4,1914,27
West Virginia,2018,"Some college credit, but not a degree",4,2064,27.1
West Virginia,2018,High school graduate or GED completed,3,2905,25.2
West Virginia,2018,High school graduate or GED completed,3,3000,25.2
West Virginia,2018,9th through 12th grade with no diploma,2,992,23.7
West Virginia,2018,9th through 12th grade with no diploma,2,1151,23.6
West Virginia,2018,8th grade or less,1,98,26.3
West Virginia,2018,8th grade or less,1,92,26.4
West Virginia,2018,Unknown or Not Stated,0,41,31
West Virginia,2018,Unknown or Not Stated,0,57,30.9
West Virginia,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,182,33.4
West Virginia,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,192,32.8
West Virginia,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,554,31.9
West Virginia,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,563,31.9
West Virginia,2019,"Bachelor's degree (BA, AB, BS)",6,1241,30.1
West Virginia,2019,"Bachelor's degree (BA, AB, BS)",6,1378,30.2
West Virginia,2019,"Associate degree (AA, AS)",5,873,28.8
West Virginia,2019,"Associate degree (AA, AS)",5,943,28.8
West Virginia,2019,"Some college credit, but not a degree",4,1853,27.4
West Virginia,2019,"Some college credit, but not a degree",4,1915,27.3
West Virginia,2019,High school graduate or GED completed,3,3022,25.3
West Virginia,2019,High school graduate or GED completed,3,3139,25.5
West Virginia,2019,9th through 12th grade with no diploma,2,1011,23.7
West Virginia,2019,9th through 12th grade with no diploma,2,1065,23.8
West Virginia,2019,8th grade or less,1,81,26
West Virginia,2019,8th grade or less,1,88,25.8
West Virginia,2019,Unknown or Not Stated,0,15,32.9
West Virginia,2019,Unknown or Not Stated,0,21,32
West Virginia,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,191,33.2
West Virginia,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,210,33.1
West Virginia,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,566,31.7
West Virginia,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,599,32.1
West Virginia,2020,"Bachelor's degree (BA, AB, BS)",6,1239,30.1
West Virginia,2020,"Bachelor's degree (BA, AB, BS)",6,1262,30
West Virginia,2020,"Associate degree (AA, AS)",5,851,28.7
West Virginia,2020,"Associate degree (AA, AS)",5,904,29
West Virginia,2020,"Some college credit, but not a degree",4,1804,27.4
West Virginia,2020,"Some college credit, but not a degree",4,1757,27.3
West Virginia,2020,High school graduate or GED completed,3,2796,25.6
West Virginia,2020,High school graduate or GED completed,3,2956,25.4
West Virginia,2020,9th through 12th grade with no diploma,2,932,24.1
West Virginia,2020,9th through 12th grade with no diploma,2,959,23.8
West Virginia,2020,8th grade or less,1,95,26.1
West Virginia,2020,8th grade or less,1,88,25.1
West Virginia,2020,Unknown or Not Stated,0,58,30.7
West Virginia,2020,Unknown or Not Stated,0,56,31.5
West Virginia,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,190,32.8
West Virginia,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,212,33
West Virginia,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,626,31.9
West Virginia,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,612,31.9
West Virginia,2021,"Bachelor's degree (BA, AB, BS)",6,1212,30.1
West Virginia,2021,"Bachelor's degree (BA, AB, BS)",6,1376,30.2
West Virginia,2021,"Associate degree (AA, AS)",5,845,28.8
West Virginia,2021,"Associate degree (AA, AS)",5,931,28.8
West Virginia,2021,"Some college credit, but not a degree",4,1735,27.3
West Virginia,2021,"Some college credit, but not a degree",4,1744,27.4
West Virginia,2021,High school graduate or GED completed,3,2787,25.4
West Virginia,2021,High school graduate or GED completed,3,2914,25.4
West Virginia,2021,9th through 12th grade with no diploma,2,885,24.1
West Virginia,2021,9th through 12th grade with no diploma,2,880,24.1
West Virginia,2021,8th grade or less,1,71,26.8
West Virginia,2021,8th grade or less,1,99,25.9
West Virginia,2021,Unknown or Not Stated,0,41,33
West Virginia,2021,Unknown or Not Stated,0,38,31.2
Wisconsin,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,853,33
Wisconsin,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,897,33.2
Wisconsin,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2674,32.6
Wisconsin,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2832,32.5
Wisconsin,2016,"Bachelor's degree (BA, AB, BS)",6,7720,31
Wisconsin,2016,"Bachelor's degree (BA, AB, BS)",6,8207,30.9
Wisconsin,2016,"Associate degree (AA, AS)",5,3627,30.1
Wisconsin,2016,"Associate degree (AA, AS)",5,3753,30
Wisconsin,2016,"Some college credit, but not a degree",4,6189,28
Wisconsin,2016,"Some college credit, but not a degree",4,6472,28
Wisconsin,2016,High school graduate or GED completed,3,7959,26.2
Wisconsin,2016,High school graduate or GED completed,3,8099,26.3
Wisconsin,2016,9th through 12th grade with no diploma,2,2213,24.7
Wisconsin,2016,9th through 12th grade with no diploma,2,2439,24.5
Wisconsin,2016,8th grade or less,1,1192,29.9
Wisconsin,2016,8th grade or less,1,1161,29.4
Wisconsin,2016,Unknown or Not Stated,0,167,28.7
Wisconsin,2016,Unknown or Not Stated,0,161,28
Wisconsin,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,829,33.2
Wisconsin,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,844,33.3
Wisconsin,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2606,32.7
Wisconsin,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2732,32.6
Wisconsin,2017,"Bachelor's degree (BA, AB, BS)",6,7684,31
Wisconsin,2017,"Bachelor's degree (BA, AB, BS)",6,8079,31
Wisconsin,2017,"Associate degree (AA, AS)",5,3506,30.1
Wisconsin,2017,"Associate degree (AA, AS)",5,3721,30.1
Wisconsin,2017,"Some college credit, but not a degree",4,5772,28.2
Wisconsin,2017,"Some college credit, but not a degree",4,6129,28.2
Wisconsin,2017,High school graduate or GED completed,3,7888,26.4
Wisconsin,2017,High school graduate or GED completed,3,8088,26.4
Wisconsin,2017,9th through 12th grade with no diploma,2,2217,24.5
Wisconsin,2017,9th through 12th grade with no diploma,2,2260,24.8
Wisconsin,2017,8th grade or less,1,1117,29.8
Wisconsin,2017,8th grade or less,1,1165,29.4
Wisconsin,2017,Unknown or Not Stated,0,161,28.6
Wisconsin,2017,Unknown or Not Stated,0,177,28.4
Wisconsin,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,867,33.3
Wisconsin,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,837,33.4
Wisconsin,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2663,32.8
Wisconsin,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2682,32.8
Wisconsin,2018,"Bachelor's degree (BA, AB, BS)",6,7664,31.2
Wisconsin,2018,"Bachelor's degree (BA, AB, BS)",6,8053,31.2
Wisconsin,2018,"Associate degree (AA, AS)",5,3408,30.3
Wisconsin,2018,"Associate degree (AA, AS)",5,3675,30.4
Wisconsin,2018,"Some college credit, but not a degree",4,5461,28.4
Wisconsin,2018,"Some college credit, but not a degree",4,5823,28.4
Wisconsin,2018,High school graduate or GED completed,3,7832,26.6
Wisconsin,2018,High school graduate or GED completed,3,8203,26.5
Wisconsin,2018,9th through 12th grade with no diploma,2,2021,24.8
Wisconsin,2018,9th through 12th grade with no diploma,2,2254,24.8
Wisconsin,2018,8th grade or less,1,1117,29.7
Wisconsin,2018,8th grade or less,1,1154,29.5
Wisconsin,2018,Unknown or Not Stated,0,185,28.9
Wisconsin,2018,Unknown or Not Stated,0,199,28.9
Wisconsin,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,871,33.6
Wisconsin,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,859,33.6
Wisconsin,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2700,32.8
Wisconsin,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2707,32.7
Wisconsin,2019,"Bachelor's degree (BA, AB, BS)",6,7636,31.2
Wisconsin,2019,"Bachelor's degree (BA, AB, BS)",6,8120,31.2
Wisconsin,2019,"Associate degree (AA, AS)",5,3340,30.4
Wisconsin,2019,"Associate degree (AA, AS)",5,3514,30.4
Wisconsin,2019,"Some college credit, but not a degree",4,5348,28.5
Wisconsin,2019,"Some college credit, but not a degree",4,5637,28.6
Wisconsin,2019,High school graduate or GED completed,3,7765,26.6
Wisconsin,2019,High school graduate or GED completed,3,8027,26.6
